variant,lemma
nacido,nacer
nacimos,nacer
nacio,naciar
nacionalidad,nacional
nacionalista,nacional
nacionalizacion,nacionalizar
naciones,nacion
nación,nacion
nado,nadar
napolitano,napolitana
naranja,naranjar
naranjo,naranjar
narcisista,narciso
narigón,narigon
narradora,narrador
narran,narrar
narrativo,narrativa
narremos,narrar
narrir,narrar
narro,narrar
nasso,nasser
natalidad,natal
natalio,natalia
naturalidad,natural
naturalista,natural
naturalmente,natural
navarro,navarrar
navegacion,navegar
navegante,navegar
navida,nave
necesariamente,necesaria
necesario,necesaria
necesitabamos,necesitabar
necesitado,necesitar
necesitara,necesitar
necesitario,necesitariir
necesitas,necesitar
necesite,necesitar
necesito,necesitar
necocheo,necochea
negativo,negativa
nego,negar
negociacion,negociar
negociación,negociar
negocio,negociar
negro,negra
negue,negar
nelido,nelida
nena,nenar
nene,nenar
nenes,nenar
nenir,nenar
nenito,nenita
neofito,neofita
neologismos,neologismo
nerudo,neruda
nerviosamente,nervio
nerviosismo,nervio
nervioso,nerviosa
neto,net
nieta,nietir
nieto,nietir
nieve,nieva
nigerio,nigeriar
nildo,nilda
nina,ninar
ninero,ninera
ningun,ningunear
ninir,ninar
nino,ninar
nipón,nipon
nitido,nitida
nivel,nivelar
nochebuena,nochebuén
nocturno,nocturna
noma,nomar
nomad,nomar
nomado,nomar
nomas,nomar
nombra,nombrar
nombrado,nombrar
nombran,nombrar
nombre,nombrar
nombro,nombrar
nonno,nonna
nordico,nordica
normalidad,normal
normalito,normalitir
normalizacion,normalizar
normalmente,normal
noruego,noruega
not,notar
nota,notar
notaremos,notar
notarme,notar
note,notar
noto,notar
notte,nottir
novato,novata
novedoso,novedad
novela,novel
novelista,novel
novelito,novelita
novia,noviar
novio,noviar
nubarrón,nubarron
nublado,nublar
nuevito,nuevita
numeracion,numerada
numerico,numerada
numeroso,numerada
nutrir,nutrar
nutritivo,nutritiva
nén,nenar
nín,ninar
obama,obamar
obeso,obesa
objetivamente,objeto
objetividad,objeto
objetivo,objeto
obligacion,obligar
obligación,obligar
obligado,obligar
obligo,obligar
obscena,obscenar
obscenidad,obscenar
obsequiamos,obsequio
observacion,observar
observado,observar
observador,observar
observe,observar
observo,observar
obsesion,obsesionar
obsesionado,obsesionar
obsesión,obsesionar
obsoleta,obsoletar
obviado,obvia
obviamente,obvia
obvio,obvia
ocasionalmente,ocasional
ocasión,ocasion
oceania,oceaniar
ocultando,ocultar
ocultandoselo,ocultar
ocultarla,ocultar
ocultarselo,ocultar
ocultir,ocultar
oculto,ocultar
ocupado,ocupar
ocupe,ocupar
ocurria,ocurriar
ocurrido,ocurrar
ocurrio,ocurriar
ocurrir,ocurrar
ocurrira,ocurrirar
ocurriran,ocurrirar
ocurririir,ocurririar
odia,odiar
odiabas,odiar
odiado,odiar
odiandome,odiar
odiara,odiar
odiarlo,odiar
odie,odiar
odio,odiar
odioso,odiosa
ofende,ofendar
ofender,ofendar
ofendida,ofendar
ofendido,ofendar
ofensiva,ofensa
ofensivo,ofensa
offside,offsidir
oficia,oficiar
oficialista,oficial
oficializado,oficializar
oficialmente,oficial
oficinista,oficina
oficio,oficiar
ofrecerselo,ofrecer
ofreci,ofreciar
ofrecia,ofreciar
ofrecido,ofrecer
ofrecimiento,ofrecer
ofrecio,ofreciar
ofrendo,ofrenda
ofuscado,ofuscar
oida,oid
oido,oid
oiga,oigar
oimos,oime
oiro,oir
ojal,ojalar
ojala,ojalar
ojalir,ojalar
ojeroso,ojera
olfateado,olfatear
olfato,olfatear
oli,oliar
olivo,oliva
oloroso,olor
olvidable,olvidar
olvidada,olvidar
olvidadizos,olvidadizo
olvidado,olvidar
olvidamos,olvidar
olvidariamos,olvidariar
olvidarla,olvidar
olvidate,olvidatar
olvidatir,olvidatar
olvide,olvidar
olvidir,olvidar
olvido,olvidar
omisión,omision
omito,omiteir
onirico,onirica
online,onlinar
onomatopeyas,onomatopeya
onomatopeyos,onomatopeya
opción,opcion
opera,operar
operacion,operar
operadora,operar
opinador,opinar
opinión,opinion
oportunidad,oportuno
optario,optariar
optica,opticar
optico,opticar
optimista,optimismo
opulencia,opulento
oración,oracion
orden,ordenar
ordenado,ordenar
ordenador,ordenar
ordenir,ordenar
ordeno,ordenar
oreja,orejear
orejo,orejear
organizacion,organizar
organización,organizar
organizado,organizar
organizador,organizar
organizativo,organizar
orgullosa,orgullo
orgulloso,orgullo
orientacion,oriente
originalidad,original
orin,orinar
oscuridad,oscura
oscuro,oscura
ostenta,ostentar
ostentacion,ostentar
ostentoso,ostentar
otorgo,otorgar
ovalado,ovalo
oxidado,oxidar
oyendolo,oyendola
oír,oir
pabellón,pabellon
pac,pacer
paciente,pacientir
pacientemente,pacientir
pacifico,pacifica
paco,pacer
pactir,pactar
pacto,pactar
padeci,padeciar
padecia,padeciar
padecimiento,padecer
padecimos,padecer
padecio,padeciar
paello,paella
pag,pagar
paga,pagar
pagada,pagar
pagado,pagar
pagara,pagar
pagariamos,pagariar
pagina,pagín
pago,pagar
paja,pajar
pajear,pajar
pajero,pajerir
palabra,palabrar
palabrito,palabrita
palabro,palabrar
paladear,paladar
palermo,palermir
palida,pala
palido,pala
palio,paliar
palito,palita
palma,palmear
palmada,palmear
palmado,palmear
palmeamos,palmear
palmeandolo,palmear
palmeandome,palmear
palmo,palmear
palo,pala
palomito,palomita
palpable,palpabl
palpitación,palpitar
palpitante,palpitar
palpo,palpar
pana,pan
panadero,panadera
pancho,pancha
pancito,pancita
pano,pan
panoramica,panorama
pantalón,pantalon
panza,panzar
panzer,panzar
papa,papar
papaaa,papaaaar
papada,papar
papado,papar
papas,papar
papear,papar
papelerio,papeleria
papelero,papelera
papelón,papelon
paper,papar
papo,papar
paquete,paquet
parada,par
parado,par
paradoja,paradojar
paradojico,paradojar
paraguay,paraguayar
paraguaya,paraguayar
paraguayamente,paraguayar
paraguayas,paraguayar
paraguayo,paraguayar
paralizado,paralizar
paralizante,paralizar
paralizo,paralizar
paramo,paramir
paranoico,parán
paranoid,parán
parar,par
parcialidad,parcial
parcialmente,parcial
pare,par
parec,parecar
parecer,parecar
parecera,parecerar
parecia,pareciar
pareciamos,pareciar
parecian,pareciar
parecido,parecar
parecio,pareciar
pared,par
parejo,pareja
parezco,parezca
paria,pari
pario,pari
parir,par
pariran,parira
park,parker
parla,parlar
parlante,parlant
paro,par
parpadee,parpadea
parpadeo,parpadea
parrafada,parrafo
parrilla,parrillar
parrillada,parrillar
parsimoniosa,parsimonia
participacion,participar
participante,participar
participativo,participar
particula,particular
partida,partar
partido,partar
partiendome,partar
partiera,partar
partimos,partar
partio,partiar
partir,partar
parto,partar
pasa,pasar
pasalo,pasalir
pasame,pasamir
pasare,pasarar
pasarer,pasarar
pasaria,pasariar
pasario,pasariar
pasarlo,pasar
pasear,pasar
pasearme,pasar
paseo,pasee
paser,pasar
pasión,pasion
paso,pasar
pasta,pastar
paste,pastar
pastelero,pastelera
pastiche,pasticha
pastir,pastar
pasto,pastar
pata,patear
patada,patear
patado,patear
patagonico,patagón
patagonio,patagonia
patalean,patalear
patas,patear
patasucio,patasucia
patenta,patentar
patente,patentar
paternalista,paternal
paternidad,paternar
paterno,paternar
patetico,patetica
patetismo,patetica
patino,patinar
patito,patita
pato,patear
patologico,patologica
patrio,patria
patrón,patron
paulatina,paulatín
paulatinamente,paulatín
paulatino,paulatín
paulo,paul
pausado,pausa
pavada,pava
pavo,pava
pavon,pavonear
pavot,pavotar
pavota,pavotar
pavote,pavotar
país,pais
peatón,peaton
pecado,pecar
pedazos,pedazo
pedi,pediar
pedia,pediar
pedido,pedir
pedio,pediar
pedirselo,pedir
pediste,pedir
pedo,pedir
pega,pegar
pegada,pegar
pegado,pegar
pegal,pegalar
pegale,pegalar
pegan,pegar
pego,pegar
pegoteado,pegoteada
pegues,pegar
peinado,peinar
peinarme,peinar
peino,peinar
pela,pelar
pelada,pelar
pelado,pelar
pele,pelar
peleado,pelar
pelear,pelar
peleaste,pelar
peleo,pelea
peligrosisimo,peligrosisima
peligroso,peligro
pelo,pelar
pelotuda,pelotudar
pelotudir,pelotudar
pelotudo,pelotudar
peludo,peluda
peluquerio,peluqueria
pena,pen
penales,penal
pendejito,pendejita
pendejo,pendeja
pene,pen
peninsula,peninsular
penoso,penosa
pens,pensar
pensa,pensar
pensabamos,pensabar
pensabas,pensar
pensad,pensar
pensado,pensar
pensamos,pensar
pensandolo,pensar
pensara,pensar
pensas,pensar
pense,pensar
pensionada,pension
penso,pensar
penultimo,penultima
pep,pepar
pepa,pepar
pepo,pepar
pequena,pequén
pequenito,pequenita
pequeno,pequén
pera,per
percibimos,percibir
perdedora,perdedor
perder,perdar
perderio,perderiar
perdi,perdiar
perdida,perdar
perdido,perdar
perdiera,perdar
perdimos,perdar
perdio,perdiar
perdon,perdonar
perdonado,perdonar
perdoname,perdonamar
perdonir,perdonar
perdono,perdonar
perdurable,perdurar
pereza,perez
perezoso,perez
perfeccion,perfeccionar
perfeccionamiento,perfeccionar
perfeccionir,perfeccionar
perfectamente,perfecta
perfectas,perfecta
perfecto,perfecta
perfumado,perfumir
perfume,perfumir
periodicamente,periodo
periodicidad,periodo
periodico,periodo
periodismo,periodo
periodista,periodo
perjudicado,perjudicar
permanecido,permanecer
permanencia,permanente
permanentemente,permanente
permisible,permiso
permisivo,permiso
permitanme,permitanmar
permiti,permitiar
permitido,permitir
permitio,permitiar
peronismo,peron
peronista,peron
perplejidad,perplejo
perra,perrar
perro,perrar
persegui,perseguiar
perseguido,perseguir
perseguio,perseguiar
perseverancia,perseverante
persignandome,persignar
persigne,persignar
persigues,persigar
persistencia,persistente
personaje,personaj
personalidad,personal
personalmente,personal
pertenecia,perteneciar
perturbacion,perturbar
pervertido,pervertir
pesadillo,pesadilla
pesado,pesa
pesarosa,pesarar
pesca,pescar
pescado,pescar
pese,pesa
pesima,pesimar
pesimista,pesimar
pesimo,pesimar
peso,pesa
pesos,pesa
pestana,pestanear
peste,pest
pesto,pest
petiso,petisa
petito,petit
pezón,pezon
piadoso,piadosa
piazzolla,piazzollar
piazzollo,piazzollar
pib,pibir
piba,pibir
pibe,pibir
pibes,pibir
pibito,pibita
picada,picar
picado,picar
picaresco,picaresca
picarme,picar
piccolino,piccolinar
pichón,pichon
pico,picar
pidio,pidiir
piensa,piens
piense,piens
pierdo,pierda
pijama,pijamar
pila,pilar
pildoro,pildora
pilotado,pilotar
pilotear,pilotar
piloto,pilotar
pilón,pilon
pimpón,pimpon
pina,pin
pinch,pinchar
pincha,pinchar
pinchado,pinchar
pincho,pinchar
pino,pin
pinta,pintar
pintada,pintar
pintado,pintar
pintir,pintar
pinto,pintar
pipa,pipar
pipo,pipar
pira,pir
pirate,pirata
pirateado,pirata
pis,pisar
pisa,pisar
pisada,pisar
pisado,pisar
pise,pisar
piso,pisar
pitido,pitar
pito,pitar
pituco,pituca
pivote,pivotar
pixe,pixar
pixel,pixelar
pixelado,pixelar
pizpireto,pizpireta
pizzerio,pizzeria
placido,placer
placir,placer
plagio,plagiar
plan,planear
plana,planear
planchado,planchar
planche,planchar
planeado,planear
planificado,planificar
plano,planear
planta,plantar
plantado,plantar
planteado,plantar
plantear,plantar
planto,plantar
plasmado,plasmar
plastivido,plastivida
plata,platar
plateado,platar
platir,platar
plato,platar
playa,play
plaza,plaz
plazo,plaz
pliegue,pliego
pluralidad,plural
población,poblacion
poblado,poblar
pobrecita,pobrecitir
pobrecito,pobrecitir
pod,podar
podcast,podcastear
podes,podar
podio,podiar
podra,podrar
podre,podrar
podrido,podrar
poesia,poesiar
poesio,poesiar
poetica,poeticar
poetico,poeticar
polemico,polemica
polenta,polentar
poleo,polea
politicamente,politica
politico,politica
polizón,polizon
pollerita,polleritar
polo,polar
polonio,polonia
pomado,pomada
pon,poner
poncho,poncher
pondera,ponderar
pondre,pondrar
poned,poner
ponedoro,ponedora
ponele,ponelir
ponelo,ponelir
ponerla,poner
ponerlo,poner
ponertir,ponertar
ponga,pongar
pongalo,pongalir
pongo,pongar
ponia,poniar
poniendome,poner
popa,pop
popularmente,popularidad
populista,popular
populoso,popular
poquisimo,poquisima
poquisimos,poquisir
poquito,poquitar
porción,porcion
porno,porn
pornografico,pornografica
portada,portar
porte,portar
portena,portén
porteno,portén
pos,posar
posada,posar
poseemos,posar
poseer,posar
poseido,posar
posesivo,posesa
posicion,posicionar
posición,posicionar
posmoderno,posmoderna
post,poster
posta,poster
poste,poster
postear,poster
postizo,postizar
postrado,postre
postulado,postular
postulo,postular
postumo,postuma
potenciadora,potencia
practica,practicar
practico,practicar
preadolescente,preadolescent
precedido,preceder
preciado,precio
precisamente,precisar
preciso,precisar
predecible,predecir
predicado,predica
predicción,prediccion
preferi,preferiar
preferia,preferiar
preferible,preferir
preferido,preferir
preferio,preferiar
preferiria,prefeririar
preferirio,prefeririar
prefirio,prefiriir
pregunt,preguntar
pregunta,preguntar
preguntabamos,preguntabar
preguntamos,preguntar
preguntando,preguntar
preguntara,preguntar
preguntas,preguntar
preguntaste,preguntar
pregunte,preguntar
preguntele,preguntelir
preguntir,preguntar
preguntito,preguntita
pregunto,preguntar
prehistorico,prehistorica
preinstalado,preinstalada
prematuro,prematura
premeditado,premeditar
premiado,premiar
premio,premiar
premonición,premonicion
prend,prendar
prenda,prendar
prende,prendar
prender,prendar
prendi,prendiar
prendida,prendar
prendido,prendar
prendimos,prendar
prendio,prendiar
prendo,prendar
prenso,prensa
preocup,preocupar
preocupacion,preocupar
preocupación,preocupar
preocupado,preocupar
preocupante,preocupar
preocuparte,preocupartir
preocupemos,preocupar
preocupir,preocupar
preparacion,preparar
preparado,preparar
preparate,preparatir
preparativo,preparar
prepare,preparar
preparo,preparar
prepo,prepar
prepotencia,prepotente
presagio,presagiar
presencia,presenciar
presencie,presenciar
presenciir,presenciar
presentaba,presentar
presentacion,presentar
presentación,presentar
presentado,presentar
presentador,presentar
presente,presentar
presentimiento,presentar
presentimos,presentar
presento,presentar
preservacion,preservar
preservandola,preservar
preservarlo,preservar
preservativo,preservar
presidencia,president
presidente,president
presion,presionar
presión,presionar
preso,presa
prestado,prestar
prestarlo,prestar
prestigio,prestigiar
prestigioso,prestigiar
prestir,prestar
presto,prestar
presumido,presumir
pretendio,pretendiar
prever,prevar
previo,previa
previsión,prevision
primario,primaria
primitivo,primito
primo,prima
principalmente,principal
principiante,principi
principio,principi
principios,principi
prisión,prision
privada,privar
privado,privar
privando,privar
privatización,privatizado
privilegiado,privilegio
proba,probar
probablemente,probable
probado,probar
probaste,probar
probastir,probastar
probe,probar
probemos,probar
problematico,problematica
problemón,problemon
probo,probar
procedencia,procedente
procedimiento,proceder
procesado,procés
procesador,procés
proceso,procés
procrastino,procrastinar
prodiga,prodigar
prodigioso,prodigio
prodigo,prodigar
producia,produciar
producido,producir
productivo,producto
productora,productor
profese,profesar
profesionalismo,profesional
profesión,profesion
profeso,profesar
profesora,profesor
profesorado,profesor
profundamente,profundo
profundidad,profundo
programa,programar
programacion,programar
programada,programar
programado,programar
programador,programar
programir,programar
progre,progr
progresismo,progreso
progresista,progreso
prohibamos,prohibir
prohibia,prohibiar
prohibido,prohibir
prohibio,prohibiar
proliferacion,proliferar
prolongado,prolongo
promedio,promediar
promet,prometer
prometedor,prometedorar
prometi,prometiar
prometia,prometiar
prometido,prometer
prometio,prometiar
promocion,promocionar
promocionir,promocionar
promotora,promotor
pronuncia,pronunciar
pronunciacion,pronunciar
pronunciado,pronunciar
pronuncio,pronunciar
propiciado,propiciar
propicio,propiciar
propina,propinar
proporcion,proporcionar
proporcionado,proporcionar
proporciono,proporcionar
prosa,prós
prospera,prosperar
prospero,prosperar
protagonismo,protagonico
protagonista,protagonico
protagonizado,protagonizar
protectora,protector
protegido,proteger
protesta,protestar
provocacion,provocar
provocado,provocar
provocador,provocar
provocativo,provocar
provoco,provocar
proximamente,proxima
proximidad,proxima
proyecto,proyectar
pruebo,prueba
psicologico,psicologo
psicopata,psicopatear
psiquiatrico,psiquiatra
psiquica,psiquicar
pub,puber
publica,publicar
publicable,publicar
publicacion,publicar
publicado,publicar
publicamente,publicar
publicidad,publicar
publicista,publicar
publico,publicar
publirreportaje,publirreportaj
pudiera,pude
pudieramos,pudierar
pudierir,pudierar
pudiese,pude
pudimos,pude
pudiste,pude
puerto,puerta
puesto,puesta
puja,pujar
pulcro,pulcra
pulga,pulgar
pulgada,pulgar
pulido,puleir
pulmón,pulmon
pulsado,pulsar
pulso,pulsar
punado,puno
punalada,punal
punalado,punal
punta,puntir
puntada,puntir
punterio,punteria
puntito,puntita
punto,puntir
puntualmente,puntual
punzante,punzant
puramente,pura
pure,pura
puro,pura
purpurado,purpura
pus,pusir
puse,pusir
pusieramos,pusierar
pusierir,pusierar
pusilanime,pusilanim
pusimos,pusir
puta,putear
putada,putear
putano,putana
puteada,putear
puteado,putear
putita,putitar
putito,putitar
puto,putear
pón,poner
pós,posar
quebrado,quebrar
quebre,quebrar
quebro,quebrar
queda,quedar
quedabir,quedabar
quedado,quedar
quedare,quedarar
quedarme,quedar
quedarselo,quedar
quedas,quedar
quedate,quedatir
quedo,quedar
queja,quejar
quejo,quejar
quejoso,quejós
quema,quemar
quemado,quemar
queman,quemar
quemarlo,quemar
querar,quer
quere,quer
querer,quer
queres,quer
queria,queriar
querian,queriar
querido,quer
querio,queriar
querria,querriar
querrio,querriar
qui,quier
quia,quier
quiebra,quiebrir
quiebran,quiebrir
quiebre,quiebrir
quiebro,quiebrir
quiera,quierar
quieras,quierar
quieres,quierar
quieros,quierar
quieto,quieta
quietos,quieta
quilmes,quilm
quilombos,quilombo
quimica,quimicar
quimico,quimicar
quinceanera,quinceanerar
quinientos,quinienta
quino,quina
quinto,quinta
quique,quiqu
quisa,quisar
quise,quisar
quisiera,quisar
quisierais,quisar
quisiero,quisierar
quisimos,quisar
quisir,quisar
quisiste,quisar
quit,quitar
quita,quitar
quitado,quitar
quitamos,quitar
quitandola,quitar
quitarme,quitar
quitelir,quitelar
quito,quitar
rabia,rabiar
rabio,rabiar
rabona,rabonar
ración,racion
ragazzo,ragazza
raida,raid
raido,raid
rajado,rajen
rama,ram
ramo,ram
ramona,ramon
ramos,ram
rana,rán
rancio,rancia
rapido,rapar
rapina,rapinar
rapir,rapar
rara,rar
rarir,rar
rarisimo,rarisima
raro,rar
rascarme,rascar
rasgo,rasgar
rasgunado,rasgunar
rasgune,rasgunar
rasgunir,rasgunar
rasguno,rasgunar
raso,ras
raspo,raspar
rastra,rastrear
rastro,rastrear
rasurado,rasurada
rata,ratear
raton,ratonar
ratona,ratonar
ratón,ratonar
raudo,rauda
ray,rayar
raya,rayar
rayado,rayar
rayo,rayar
razon,razonar
razonable,razonar
razonamiento,razonar
razón,razonar
reaccion,reaccionar
reaccionamos,reaccionar
reacciono,reaccionar
reacción,reaccionar
rebanada,rebanar
rebano,rebanar
rebautizado,rebautizar
rebelarme,rebelar
rebelión,rebelion
rebota,rebotar
rebote,rebotar
reboto,rebotar
rebuscada,rebuscar
rebuscado,rebuscar
rebuscir,rebuscar
recaar,recir
recado,recir
recaida,recir
recatado,recato
receloso,recelo
recepcionista,recepcion
rechazado,rechazar
rechazo,rechazar
rechonchas,rechoncha
recibi,recibiar
recibido,recibir
recibimiento,recibir
recibio,recibiar
recibiran,recibirar
recibo,recibir
recicle,reciclar
recien,recio
recientemente,reciente
recitandoselo,recitar
recito,recitar
reclamado,reclamar
reclamir,reclamar
reclamo,reclamar
recog,recoger
recogio,recogia
recomendable,recomendar
recomendacion,recomendar
recomendado,recomendar
recomendas,recomendar
recomendir,recomendar
recomendo,recomendar
recompuse,recompusar
recompusir,recompusar
reconciliacion,reconciliar
reconciliado,reconciliar
reconfortante,reconfortar
reconocero,reconocera
reconoci,reconociar
reconocia,reconociar
reconocible,reconocer
reconocio,reconociar
reconozca,reconozcar
reconozco,reconozcar
recontra,recontrar
recontro,recontrar
recopilacion,recopilar
record,recordar
recordabir,recordabar
recordable,recordar
recordado,recordar
recordador,recordar
recordario,recordariar
recordarsela,recordar
recorde,recordar
recorder,recordar
recordo,recordar
recorri,recorriar
recorrido,recorrer
recorrio,recorriar
recortado,recortar
recorte,recortar
recorto,recortar
recosto,recostar
recriminacion,recriminar
recto,recta
recuerdo,recuerda
recuperacion,recuperar
recuperado,recuperar
recupero,recuperar
recurrimos,recurrir
recurro,recurrir
redacción,redaccion
redactada,redactar
redactado,redactar
redacte,redactar
redactir,redactar
redacto,redactar
redactora,redactor
redescubrimos,redescubrir
redimido,redimar
redimirme,redimar
redondamente,redonda
redondeado,redonda
redondo,redonda
reducido,reducir
reeditado,reeditar
reencontrado,reencontrar
reencontrandome,reencontrar
reflejado,reflejar
reflejo,reflejar
reflejos,reflejar
reflexion,reflexionar
reformo,reforma
refregado,refregar
refregandome,refregar
refrescante,refrescar
refresco,refrescar
rega,regar
regala,regalar
regalado,regalar
regalador,regalar
regalo,regalar
regate,regatear
regente,regentar
regido,regar
regionalismo,regional
registrado,registro
región,region
reglamentacion,reglamento
regodeado,regodear
regordeto,regordeta
regresa,regresar
regresado,regresar
regresario,regresaria
regrese,regresar
regresen,regresar
regresivo,regresar
regreso,regresar
regulacion,regular
rehabilitacion,rehabilitar
rehabilitarlos,rehabilitar
rei,reiar
reia,reiar
reian,reiar
reido,reid
reina,reinar
reinado,reinar
reincidir,reincidar
reino,reinar
reintegro,reintegrar
reinterpretir,reinterpretar
reirme,reirmar
reivindicarme,reivindicar
rejuvenecido,rejuvenecer
rel,releer
relacion,relacionar
relacionado,relacionar
relacionir,relacionar
relaciono,relacionar
relación,relacionar
relajado,relajar
relaje,relajar
relativamente,relatar
relatividad,relatar
relativo,relatar
relato,relatar
relegado,relegar
relevancia,relevo
relevante,relevo
relieve,reliev
religión,religion
rellena,rellenar
rellenir,rellenar
relleno,rellenar
reloj,relojear
remata,rematar
rematado,rematar
remate,rematar
remedado,remedar
remedio,remediar
rememora,rememorar
rememoro,rememorar
remera,remerar
rendido,rendir
renegrido,renegrida
renglón,renglon
rengo,renguear
renombrado,renombre
renovacion,renovar
renovado,renovar
renuncia,renunciar
renuncie,renunciar
renuncio,renunciar
reparacion,reparar
reparación,reparar
reparado,reparar
reparador,reparar
reparo,reparar
repartan,repartir
reparte,repartir
reparto,repartir
repasador,repasar
repaso,repasar
repentinamente,repentino
repeti,repetiar
repetia,repetiar
repetición,repeticion
repetida,repetir
repetido,repetir
repetimos,repetir
repiqueteo,repiquetea
repito,repita
reponer,reponar
representacion,representar
representación,representar
representado,representar
representante,representar
represento,representar
reprobacion,reprobar
reproche,reprochar
reprocho,reprochar
reproducido,reproducir
reproduje,reprodujir
republico,republica
repudiado,repudiar
repudio,repudiar
repugnancia,repugnar
repugnante,repugnar
reputación,reputacion
requerido,requerir
requerimiento,requerir
requerio,requeriar
resbalo,resbalar
resbaloso,resbalar
resbalón,resbalon
rescate,rescatar
rescatir,rescatar
rescato,rescatar
reseca,resecar
resentido,resentir
resentimiento,resentir
reserva,reservar
reservado,reservar
resfriado,resfrio
resguardir,resguardar
resignacion,resignar
resignada,resignar
resignado,resignar
resista,resistir
resistirme,resistir
resoplido,resoplar
resorte,resortar
respetable,respetar
respetado,respetar
respeto,respetar
respira,respirar
respiracion,respirar
respiramos,respirar
respire,respirar
respiro,respirar
responda,respondar
responder,respondar
responderio,responderiar
respondi,respondiar
respondido,respondar
respondio,respondiar
respondo,respondar
responsabilidad,responsable
respuesto,respuesta
resquebrajado,resquebrajar
resta,restar
resto,restar
resucitado,resucitar
resultado,resultar
resultaria,resultariar
resulte,resultar
resulto,resultar
resumen,resumir
resumien,resumio
resumo,resumir
resurge,resurgir
resurgimiento,resurgir
retirado,retirar
retiran,retirar
retire,retirar
retirir,retirar
retiro,retirar
reto,retar
retobado,retobir
retocador,retocar
retocir,retocar
retomamos,retomar
retome,retomar
retomo,retomar
retorico,retorica
retraido,retro
retrasado,retrasar
retraso,retrasar
retratado,retratar
retrato,retratar
retrospectivo,retrospectiva
retrucir,retrucar
retruco,retrucar
retumba,retumbar
retumbir,retumbar
retumbo,retumbar
reune,reunar
reunen,reunar
reunido,reunar
reunir,reunar
reunión,reunion
reve,rev
revelacion,revelar
revelación,revelar
revelado,revelar
revelador,revelar
revelan,revelar
reveler,revelar
revelo,revelar
reventado,reventar
revento,reventar
reverendo,reverenda
reverso,reversa
revertido,revertir
revisa,revisar
revisado,revisar
reviso,revisar
revista,revistar
revive,revivir
reviveir,revivir
revolearme,revolear
revoleir,revolear
revoloteir,revolotear
revolucion,revolucionar
revolver,revolvar
revolvi,revolviar
revuelto,revuelta
reyes,rey
reza,rezar
rezo,rezar
reír,reir
rico,ricir
ridiculo,ridicula
rigido,rigen
rigurosamente,riguroso
rima,rimar
rimen,rimar
rincón,rincon
rinoceronte,rinoceront
rinón,rinon
rioplatens,rioplatensar
rioplatense,rioplatensar
risa,risar
rivalidad,rival
rizo,rizar
robado,robar
robarlo,robar
robaste,robar
robe,robar
roberto,robert
robino,robin
robo,robar
robusto,robusta
roca,rocir
roce,rocir
rodado,rodar
rodante,rodant
rodeado,rodar
rodear,rodar
rodillo,rodilla
rojo,roja
rollo,roll
romantico,romantica
romp,rompar
rompebola,rompebolar
romper,rompar
rompi,rompiar
rompia,rompiar
rompiendolo,rompar
rompio,rompiar
rompiste,rompar
rompo,rompar
ronaldo,ronald
ronca,roncar
ronco,roncar
ronda,rondar
rondo,rondar
ronosa,ronós
ronoso,ronós
ropa,ropar
ropita,ropitar
rosa,rosar
rosada,rosar
rosado,rosar
rosas,rosar
rota,rotar
rotativo,rotativa
roto,rotar
rotulador,rotulo
rotundamente,rotundo
ruben,rubir
rubio,rubia
ruborizado,ruborizar
ruedo,rueda
rugido,rugen
ruina,ruin
rusio,rusia
rustica,rusticar
rustico,rusticar
rutina,rutín
ruto,ruta
ruín,ruin
rós,rosar
sabado,sabar
saber,sabar
sabia,sabiar
sabiamente,sabiar
sabidurio,sabiduria
sabiendo,sabar
sabiendolo,sabar
sabina,sabinar
sabino,sabinar
sabio,sabiar
saboreando,sabor
sabra,sabrar
sabria,sabriar
sabrio,sabriar
sabrir,sabrar
sac,sacar
saca,sacar
sacada,sacar
sacado,sacar
sacara,sacar
sacarina,sacarinar
sacarselo,sacar
sacate,sacatar
saco,sacar
sacrificado,sacrificar
sacudido,sacudir
sacudiendome,sacudir
sacudo,sacudir
saga,sagar
sagrado,sagrada
sajona,sajon
sal,salir
sala,salir
saldre,saldra
saldremos,saldra
saldrio,saldriar
salga,salgar
salgo,salgar
sali,saliar
salida,salir
salido,salir
saliendo,salir
salimos,salir
salio,saliar
salivo,saliva
salman,salmar
salpicado,salpicar
salpico,salpicar
salso,salsa
salta,saltar
saltado,saltar
saltear,saltar
saltir,saltar
salto,saltar
salud,saludar
saludable,saludar
saludamos,saludar
saludandolo,saludar
saludo,saludar
saludos,saludar
salva,salvar
salvado,salvar
salvajada,salvaj
salvaje,salvaj
salvajismo,salvaj
salvamos,salvar
salvandolo,salvar
salvario,salvaria
salvatico,salvat
salve,salvar
salvir,salvar
san,sanar
sanamente,sanar
sancion,sancionir
sanción,sancionir
sandro,sandra
sangre,sangrar
sanguche,sanguch
sanir,sanar
sanito,sanitar
sano,sanar
santa,santar
santafecino,santafecín
santiagueno,santiaguén
santo,santar
santos,santar
saqueado,saque
sara,sar
sarar,sar
sarasa,sarasar
sarcasmos,sarcasmo
saro,sar
sastre,sastrar
satelite,satelit
satisfacción,satisfaccion
saturado,saturar
saturir,saturar
saya,sayar
sebastian,sebastiar
seca,secar
secamente,secar
secas,secar
seccionamos,seccion
seco,secar
secretamente,secreta
secretario,secretaria
secreto,secreta
secuestrado,secuestrar
secuestrador,secuestrar
secuestro,secuestrar
secunda,secundar
secundario,secundaria
seda,sed
